Name,API Name,Instance Family,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,Memory Speed,Uses NUMA Architecture,NUMA Node Count,Max NUMA Distance,Cores per NUMA Node (Avg),Threads per NUMA Node (Avg),Memory per NUMA Node (Avg MB),L3 Cache per NUMA Node (Avg MB),L3 Cache Shared,Compute Units (ECU),vCPUs,GiB of Memory per vCPU,GPUs,GPU model,GPU memory,CUDA Compute Capability,FPGAs,ECU per vCPU,Physical Processor,Clock Speed(GHz),Intel AVX,Intel AVX2,Intel AVX-512,Intel Turbo,Instance Storage,Instance Storage: already warmed-up,Instance Storage: SSD TRIM Support,Arch,Network Performance,EBS Optimized: Baseline Bandwidth,EBS Optimized: Baseline Throughput (128K),EBS Optimized: Baseline IOPS (16K),EBS Optimized: Max Bandwidth,EBS Optimized: Max Throughput (128K),EBS Optimized: Max IOPS (16K),EBS Exposed as NVMe,Max IPs,Max ENIs,Enhanced Networking,VPC Only,IPv6 Support,Placement Group Support,Linux Virtualization,On EMR,Availability Zones,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Linux Spot Average cost,RHEL On Demand cost,RHEL Reserved cost,RHEL Spot Minimum cost,RHEL Spot Maximum cost,SLES On Demand cost,SLES Reserved cost,SLES Spot Minimum cost,SLES Spot Maximum cost,Windows On Demand cost,Windows Reserved cost,Windows Spot Minimum cost,Windows Spot Average cost,Dedicated Host On Demand,Dedicated Host Reserved,Windows SQL Web On Demand cost,Windows SQL Web Reserved cost,Windows SQL Std On Demand cost,Windows SQL Std Reserved cost,Windows SQL Ent On Demand cost,Windows SQL Ent Reserved cost,Linux SQL Web On Demand cost,Linux SQL Web Reserved cost,Linux SQL Std On Demand cost,Linux SQL Std Reserved cost,Linux SQL Ent On Demand cost,Linux SQL Ent Reserved cost,Linux Spot Interrupt Frequency,EMR cost,Generation,GPU Architectures,GPU Temp (Avg °C),FFmpeg Used CUDA,FFmpeg Speed,GPU Power Draw (Avg Watts),GPU Power Limit (Watts),GPU Graphics Clock (Avg MHz),GPU SM Clock (Avg MHz),GPU Memory Clock (Avg MHz),GPU Video Clock (Avg MHz)
C5A Double Extra Large,c5a.2xlarge,c5a,"145,348.837",Compute optimized,54.0 fps,16 GiB,2933 MT/s,No,,,,,,,,0 units,8 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AMD EPYC 7R32,3.3 GHz,,,,,EBS only,,,x86_64,Up to 10 Gigabit,800 Mbps,100 MB/s,3200 IOPS,3170 Mbps,396.25 MB/s,13300 IOPS,Yes,60,4,Yes,Yes,Yes,Yes,Unknown,Yes,,$0.308 hourly,$0.194 hourly,$0.1153 hourly,$0.142 hourly,$0.563 hourly,$0.309 hourly,$0.2303 hourly,$0.2962 hourly,$0.433 hourly,$0.254 hourly,$0.2403 hourly,$0.3062 hourly,$0.676 hourly,$0.562 hourly,$0.4242 hourly,$0.4257 hourly,$3.366 hourly,$2.121 hourly,$0.811 hourly,$0.697 hourly,$1.636 hourly,$1.522 hourly,$3.676 hourly,$3.562 hourly,$0.443 hourly,$0.329 hourly,$1.268 hourly,$1.154 hourly,$3.308 hourly,$3.194 hourly,5-10%,$0.077 hourly,current,,,No,1.81x,,,,,,
M6G Double Extra Large,m6g.2xlarge,m6g,"154,689.011",General purpose,50.0 fps,32 GiB,,No,,,,,,,,0 units,8 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton2 Processor,,,,,,EBS only,,,arm64,Up to 10 Gigabit,2375 Mbps,296.875 MB/s,12000 IOPS,4750 Mbps,593.75 MB/s,20000 IOPS,Yes,60,4,Yes,Yes,Yes,Yes,Unknown,Yes,,$0.308 hourly,$0.1932 hourly,$0.0829 hourly,$0.1405 hourly,$0.5632 hourly,$0.4484 hourly,$0.1981 hourly,$0.2986 hourly,$0.433 hourly,$0.2532 hourly,$0.2079 hourly,$0.3084 hourly,,,,,$2.71 hourly,$1.70 hourly,,,,,,,,,,,,,>20%,$0.077 hourly,current,,,No,1.68x,,,,,,
C6GD Double Extra Large,c6gd.2xlarge,c6gd,"158,029.894",Compute optimized,50.0 fps,16 GiB,,No,,,,,,,,0 units,8 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,,,,,474 GB NVMe SSD,Yes,Yes,arm64,Up to 10 Gigabit,2375 Mbps,296.875 MB/s,12000 IOPS,4750 Mbps,593.75 MB/s,20000 IOPS,Yes,60,4,Yes,Yes,Yes,Yes,Unknown,Yes,,$0.3072 hourly,$0.1935 hourly,$0.0587 hourly,$0.0741 hourly,$0.5624 hourly,$0.3087 hourly,$0.1739 hourly,$0.2305 hourly,$0.4322 hourly,$0.2535 hourly,$0.1837 hourly,$0.2403 hourly,,,,,$2.394 hourly,$1.508 hourly,,,,,,,,,,,,,>20%,$0.0768 hourly,current,,,No,1.68x,,,,,,
C6A Double Extra Large,c6a.2xlarge,c6a,"181,776.869",Compute optimized,66.0 fps,16 GiB,2933 MT/s,No,,,,,,,,0 units,8 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AMD EPYC 7R13 Processor,3.6 GHz,,,,,EBS only,,,x86_64,Up to 12.5 Gigabit,2500 Mbps,312.5 MB/s,12000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60,4,Yes,Yes,Yes,Yes,Unknown,Yes,,$0.306 hourly,$0.2024 hourly,$0.1347 hourly,$0.1411 hourly,$0.5612 hourly,$0.3176 hourly,$0.2499 hourly,$0.264 hourly,$0.431 hourly,$0.2624 hourly,$0.2597 hourly,$0.2738 hourly,$0.674 hourly,$0.5704 hourly,$0.4241 hourly,$0.426 hourly,$8.078 hourly,$5.344 hourly,$0.8092 hourly,$0.7056 hourly,$1.634 hourly,$1.5304 hourly,$3.674 hourly,$3.5704 hourly,$0.4412 hourly,$0.3376 hourly,$1.266 hourly,$1.1624 hourly,$3.306 hourly,$3.2024 hourly,15-20%,$0.0765 hourly,current,,,No,2.20x,,,,,,
R7A Extra Large,r7a.xlarge,r7a,"136,892.539",Memory optimized,55.0 fps,32 GiB,4800 MT/s,No,,,,,,,,0 units,4 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AMD EPYC 9R14 Processor,Up to 3.7 GHz,,,,,EBS only,,,x86_64,Up to 12.5 Gigabit,1250 Mbps,156.25 MB/s,6000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60,4,Yes,Yes,Yes,Yes,Unknown,Yes,,$0.3043 hourly,$0.2013 hourly,$0.1316 hourly,$0.1443 hourly,$0.4319 hourly,$0.3289 hourly,$0.1892 hourly,$0.2089 hourly,$0.3606 hourly,$0.2513 hourly,$0.1879 hourly,$0.2076 hourly,$0.4883 hourly,$0.3853 hourly,$0.2435 hourly,$0.2576 hourly,$16.067 hourly,$10.628 hourly,$0.5559 hourly,$0.4529 hourly,$0.9683 hourly,$0.8653 hourly,$1.9883 hourly,$1.8853 hourly,$0.3719 hourly,$0.2689 hourly,$0.7843 hourly,$0.6813 hourly,$1.8043 hourly,$1.7013 hourly,>20%,$0.0761 hourly,current,,,No,1.84x,,,,,,
R6ID Extra Large,r6id.xlarge,r6id,,Memory optimized,,32 GiB,,,,,,,,,,0 units,4 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon 8375C (Ice Lake),3.5 GHz,Yes,Yes,Yes,Yes,237 GB NVMe SSD,Yes,Yes,x86_64,Up to 12.5 Gigabit,1250 Mbps,156.25 MB/s,6000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60,4,Yes,Yes,Yes,Yes,Unknown,Yes,,$0.3024 hourly,$0.1901 hourly,$0.1591 hourly,$0.1773 hourly,$0.43 hourly,$0.3177 hourly,$0.2167 hourly,$0.2467 hourly,$0.3587 hourly,$0.2401 hourly,$0.2154 hourly,$0.2454 hourly,$0.4864 hourly,$0.3741 hourly,$0.2392 hourly,$0.2393 hourly,$8.87 hourly,$5.868 hourly,$0.554 hourly,$0.4417 hourly,$0.9664 hourly,$0.8541 hourly,$1.9864 hourly,$1.8741 hourly,$0.37 hourly,$0.2577 hourly,$0.7824 hourly,$0.6701 hourly,$1.8024 hourly,$1.6901 hourly,>20%,$0.0756 hourly,current,,,,,,,,,,
T3A Double Extra Large,t3a.2xlarge,t3a,"104,760.034",General purpose,36.0 fps,32 GiB,2667 MT/s,No,,,,,,,,0 units,8 vCPUs (9h 36m burst),4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AMD EPYC 7571,2.5 GHz,,,,,EBS only,,,x86_64,Up to 5 Gigabit,695 Mbps,86.875 MB/s,4000 IOPS,2780 Mbps,347.5 MB/s,15700 IOPS,Yes,60,4,Yes,Yes,Yes,No,Unknown,No,,$0.3008 hourly,$0.1886 hourly,$0.0869 hourly,$0.1037 hourly,$0.556 hourly,$0.3038 hourly,$0.2021 hourly,$0.2314 hourly,$0.4258 hourly,$0.2486 hourly,$0.2119 hourly,$0.2412 hourly,$0.448 hourly,$0.3358 hourly,$0.2026 hourly,$0.2047 hourly,$8.786 hourly,$5.508 hourly,$0.5832 hourly,$0.471 hourly,$1.408 hourly,$1.2958 hourly,$3.448 hourly,$3.3358 hourly,$0.436 hourly,$0.3238 hourly,$1.2608 hourly,$1.1486 hourly,$3.3008 hourly,$3.1886 hourly,10-15%,,current,,,No,1.21x,,,,,,
R5B Extra Large,r5b.xlarge,r5b,,Memory optimized,,32 GiB,,,,,,,,,,0 units,4 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,Up to 10 Gigabit,2500 Mbps,312.5 MB/s,10833 IOPS,10000 Mbps,1250 MB/s,43333 IOPS,Yes,60,4,Yes,Yes,Yes,Yes,Unknown,Yes,,$0.298 hourly,$0.1877 hourly,$0.155 hourly,$0.2043 hourly,$0.4256 hourly,$0.3153 hourly,$0.2126 hourly,$0.3292 hourly,$0.3543 hourly,$0.2377 hourly,$0.2113 hourly,$0.3279 hourly,$0.482 hourly,$0.3717 hourly,$0.2386 hourly,$0.2386 hourly,$6.653 hourly,$4.191 hourly,$0.5496 hourly,$0.4393 hourly,$0.962 hourly,$0.8517 hourly,$1.982 hourly,$1.8717 hourly,$0.3656 hourly,$0.2553 hourly,$0.778 hourly,$0.6677 hourly,$1.798 hourly,$1.6877 hourly,<5%,$0.0745 hourly,current,,,,,,,,,,
R5N Extra Large,r5n.xlarge,r5n,"59,946.049",Memory optimized,20.0 fps,32 GiB,3200 MT/s,No,,,,,,,,0 units,4 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Platinum 8259 (Cascade Lake),2.5 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,Up to 25 Gigabit,1150 Mbps,143.75 MB/s,6000 IOPS,4750 Mbps,593.75 MB/s,18750 IOPS,Yes,60,4,Yes,Yes,Yes,Yes,Unknown,Yes,,$0.298 hourly,$0.188 hourly,$0.1558 hourly,$0.1688 hourly,$0.426 hourly,$0.315 hourly,$0.2138 hourly,$0.2496 hourly,$0.354 hourly,$0.238 hourly,$0.2118 hourly,$0.2476 hourly,$0.482 hourly,$0.372 hourly,$0.2386 hourly,$0.2387 hourly,$6.653 hourly,$4.191 hourly,$0.55 hourly,$0.439 hourly,$0.962 hourly,$0.852 hourly,$1.982 hourly,$1.872 hourly,$0.366 hourly,$0.255 hourly,$0.778 hourly,$0.668 hourly,$1.798 hourly,$1.688 hourly,10-15%,$0.0745 hourly,current,,,No,0.68x,,,,,,
R8GD Extra Large,r8gd.xlarge,r8gd,,Memory optimized,,32 GiB,,,,,,,,,,0 units,4 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.7 GHz,,,,,237 GB NVMe SSD,Yes,Yes,arm64,Up to 12.5 Gigabit,1250 Mbps,156.25 MB/s,6000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60,4,Yes,Yes,Yes,Yes,Unknown,No,,$0.2939 hourly,,$0.083 hourly,$0.1002 hourly,$0.4215 hourly,,$0.1406 hourly,$0.1786 hourly,$0.3502 hourly,,$0.1393 hourly,$0.1773 hourly,,,,,$15.519 hourly,$8.23 hourly,,,,,,,,,,,,,<5%,,current,,,,,,,,,,
